lot_id,zone,hours,amount,mean_air_temp,n_readings
LN-23683,A,1440,604.8,-29.059490445859872,785
LN-27547,C,1440,446.4,-22.2462915601023,782
LN-23201,F,1440,259.2,2.651201011378001,791
LN-27211,C,1440,446.4,-22.2462915601023,782
LN-25827,A,1440,604.8,-29.059490445859872,785
LN-29003,B,1440,446.4,-18.786503856041122,778
LN-25575,F,1440,259.2,2.651201011378001,791
LN-23503,C,1440,446.4,-22.2462915601023,782
LN-26766,E,1440,446.4,-24.493392630241424,787
LN-27897,C,1440,446.4,-22.2462915601023,782
LN-28014,A,1440,604.8,-29.059490445859872,785
LN-22625,A,1440,604.8,-29.059490445859872,785
LN-24700,D,1440,259.2,5.206896551724139,783
LN-21306,C,1440,446.4,-22.2462915601023,782
LN-22986,A,1440,604.8,-29.059490445859872,785
LN-25456,B,1440,446.4,-18.786503856041122,778
LN-21319,B,1440,446.4,-18.786503856041122,778
LN-20074,D,1440,259.2,5.206896551724139,783
LN-23961,C,1440,446.4,-22.2462915601023,782
LN-28536,D,1440,259.2,5.206896551724139,783
LN-23026,D,1440,259.2,5.206896551724139,783
LN-26980,D,1440,259.2,5.206896551724139,783
LN-26832,B,1440,446.4,-18.786503856041122,778
LN-21770,F,1440,259.2,2.651201011378001,791
LN-24829,E,1440,446.4,-24.493392630241424,787
LN-25914,B,1440,446.4,-18.786503856041122,778
LN-29484,D,1440,259.2,5.206896551724139,783
LN-20669,F,1440,259.2,2.651201011378001,791
LN-25189,A,1440,604.8,-29.059490445859872,785
LN-26269,D,1440,259.2,5.206896551724139,783
LN-27461,C,1440,446.4,-22.2462915601023,782
LN-29709,F,1440,259.2,2.651201011378001,791
LN-20323,C,1440,446.4,-22.2462915601023,782
LN-24719,B,1440,446.4,-18.786503856041122,778
LN-29378,A,1440,604.8,-29.059490445859872,785
LN-29670,C,1440,446.4,-22.2462915601023,782
LN-23600,F,1440,259.2,2.651201011378001,791
LN-29796,E,1440,446.4,-24.493392630241424,787
LN-25158,F,1440,259.2,2.651201011378001,791
LN-23492,C,1440,446.4,-22.2462915601023,782
LN-22794,A,1440,604.8,-29.059490445859872,785
LN-22924,A,1440,604.8,-29.059490445859872,785
LN-28182,A,1440,604.8,-29.059490445859872,785
LN-21218,B,1440,446.4,-18.786503856041122,778
LN-26290,E,1440,446.4,-24.493392630241424,787
LN-22096,A,1440,604.8,-29.059490445859872,785
LN-25976,D,1440,259.2,5.206896551724139,783
LN-29303,E,1440,446.4,-24.493392630241424,787
LN-29333,E,1440,446.4,-24.493392630241424,787
LN-20479,C,1440,446.4,-22.2462915601023,782
LN-26954,D,1440,259.2,5.206896551724139,783
LN-23567,A,1440,604.8,-29.059490445859872,785
LN-21026,E,1440,446.4,-24.493392630241424,787
LN-25039,F,1440,259.2,2.651201011378001,791
LN-23316,C,1440,446.4,-22.2462915601023,782
LN-24323,F,1440,259.2,2.651201011378001,791
LN-29946,B,1440,446.4,-18.786503856041122,778
LN-26659,C,1440,446.4,-22.2462915601023,782
LN-26016,A,1440,604.8,-29.059490445859872,785
LN-28617,D,1440,259.2,5.206896551724139,783
LN-24007,B,1440,446.4,-18.786503856041122,778
LN-25661,E,1440,446.4,-24.493392630241424,787
LN-24790,E,1440,446.4,-24.493392630241424,787
