lot_id,zone,hours,amount,mean_air_temp,n_readings
LN-20476,A,1440,259.2,4.692201911789337,5963
LN-26500,C,1440,446.4,-35.00048870913372,5934
LN-25325,D,1440,604.8,-25.841634241245085,5911
LN-27560,D,1440,604.8,-25.841634241245085,5911
LN-21238,B,1440,446.4,-23.3984207845135,5889
LN-28611,E,1440,446.4,-34.0086244725738,5925
LN-21837,D,1440,604.8,-25.841634241245085,5911
LN-27074,B,1440,446.4,-23.3984207845135,5889
LN-22820,A,1440,259.2,4.692201911789337,5963
LN-20373,E,1440,446.4,-34.0086244725738,5925
LN-22116,E,1440,446.4,-34.0086244725738,5925
LN-20447,F,1440,259.2,5.777593152064463,5958
LN-22997,C,1440,446.4,-35.00048870913372,5934
LN-23525,E,1440,446.4,-34.0086244725738,5925
LN-25020,E,1440,446.4,-34.0086244725738,5925
LN-27822,F,1440,259.2,5.777593152064463,5958
LN-25923,B,1440,446.4,-23.3984207845135,5889
LN-22132,D,1440,604.8,-25.841634241245085,5911
LN-29837,F,1440,259.2,5.777593152064463,5958
LN-28412,B,1440,446.4,-23.3984207845135,5889
LN-20722,B,1440,446.4,-23.3984207845135,5889
LN-25578,E,1440,446.4,-34.0086244725738,5925
LN-24487,B,1440,446.4,-23.3984207845135,5889
LN-22275,F,1440,259.2,5.777593152064463,5958
LN-21231,E,1440,446.4,-34.0086244725738,5925
LN-22179,B,1440,446.4,-23.3984207845135,5889
LN-22862,A,1440,259.2,4.692201911789337,5963
LN-21065,B,1440,446.4,-23.3984207845135,5889
LN-24714,E,1440,446.4,-34.0086244725738,5925
LN-22416,B,1440,446.4,-23.3984207845135,5889
LN-20206,A,1440,259.2,4.692201911789337,5963
LN-20705,B,1440,446.4,-23.3984207845135,5889
LN-21437,D,1440,604.8,-25.841634241245085,5911
LN-23756,C,1440,446.4,-35.00048870913372,5934
LN-22697,F,1440,259.2,5.777593152064463,5958
LN-27995,A,1440,259.2,4.692201911789337,5963
LN-29308,F,1440,259.2,5.777593152064463,5958
LN-23580,D,1440,604.8,-25.841634241245085,5911
LN-24659,B,1440,446.4,-23.3984207845135,5889
LN-25891,C,1440,446.4,-35.00048870913372,5934
LN-20976,E,1440,446.4,-34.0086244725738,5925
LN-20400,B,1440,446.4,-23.3984207845135,5889
LN-25429,C,1440,446.4,-35.00048870913372,5934
LN-24334,F,1440,259.2,5.777593152064463,5958
LN-22641,E,1440,446.4,-34.0086244725738,5925
LN-21790,A,1440,259.2,4.692201911789337,5963
LN-22445,A,1440,259.2,4.692201911789337,5963
LN-28665,C,1440,446.4,-35.00048870913372,5934
LN-25527,F,1440,259.2,5.777593152064463,5958
LN-23935,D,1440,604.8,-25.841634241245085,5911
LN-24017,A,1440,259.2,4.692201911789337,5963
LN-28694,B,1440,446.4,-23.3984207845135,5889
LN-26885,E,1440,446.4,-34.0086244725738,5925
LN-28034,D,1440,604.8,-25.841634241245085,5911
LN-25677,D,1440,604.8,-25.841634241245085,5911
LN-23230,C,1440,446.4,-35.00048870913372,5934
LN-23197,D,1440,604.8,-25.841634241245085,5911
LN-28015,F,1440,259.2,5.777593152064463,5958
LN-25438,D,1440,604.8,-25.841634241245085,5911
LN-29228,D,1440,604.8,-25.841634241245085,5911
LN-21956,E,1440,446.4,-34.0086244725738,5925
LN-22903,C,1440,446.4,-35.00048870913372,5934
LN-24449,F,1440,259.2,5.777593152064463,5958
LN-21643,D,1440,604.8,-25.841634241245085,5911
LN-25711,A,1440,259.2,4.692201911789337,5963
LN-25671,B,1440,446.4,-23.3984207845135,5889
