timestamp,forklift_id,operator,event,zone,pallet_id,ref
2026-03-11T06:56:00Z,FL-1,a.novak,PALLET_PICK,E,PL-7493,LN-28595
2026-03-11T06:56:00Z,FL-1,a.novak,PALLET_PICK,F,PL-6184,LN-28604
2026-03-11T06:58:00Z,FL-1,a.novak,PALLET_PICK,D,PL-6184,LN-28604
2026-03-11T06:58:00Z,FL-1,a.novak,PALLET_DROP,C,PL-7493,LN-28595
2026-03-11T07:00:00Z,FL-1,a.novak,PALLET_DROP,D,PL-6184,LN-28604
2026-03-11T07:02:00Z,FL-1,a.novak,PALLET_DROP,A,PL-6184,LN-28604
2026-03-11T10:18:00Z,FL-1,,DOCK_UNLOAD_START,D,,TRK-627
2026-03-11T10:34:00Z,FL-1,,DOCK_UNLOAD_END,D,,TRK-627
2026-03-11T11:14:00Z,FL-1,a.novak,PALLET_PICK,B,PL-6892,LN-25300
2026-03-11T11:15:00Z,FL-1,a.novak,PALLET_PICK,A,PL-6892,LN-25300
2026-03-11T11:15:00Z,FL-1,a.novak,PALLET_PICK,E,PL-4635,LN-26259
2026-03-11T11:16:00Z,FL-1,a.novak,PALLET_PICK,E,PL-7751,LN-29864
2026-03-11T11:16:00Z,FL-1,a.novak,PALLET_PICK,C,PL-7751,LN-29864
2026-03-11T11:16:00Z,FL-1,a.novak,PALLET_DROP,C,PL-6892,LN-25300
2026-03-11T11:17:00Z,FL-1,a.novak,PALLET_DROP,B,PL-4635,LN-26259
2026-03-11T11:18:00Z,FL-1,a.novak,PALLET_DROP,C,PL-7751,LN-29864
2026-03-11T11:18:00Z,FL-1,a.novak,PALLET_DROP,A,PL-6892,LN-25300
2026-03-11T11:20:00Z,FL-1,a.novak,PALLET_DROP,A,PL-7751,LN-29864
2026-03-11T15:14:00Z,FL-2,i.schulz,PALLET_PICK,D,PL-7664,LN-24754
2026-03-11T15:15:00Z,FL-2,i.schulz,PALLET_PICK,E,PL-1435,LN-26219
2026-03-11T15:15:00Z,FL-2,i.schulz,PALLET_PICK,D,PL-3485,LN-27618
2026-03-11T15:16:00Z,FL-2,i.schulz,PALLET_PICK,F,PL-1848,LN-26316
2026-03-11T15:16:00Z,FL-2,i.schulz,PALLET_DROP,A,PL-7664,LN-24754
2026-03-11T15:16:00Z,FL-2,i.schulz,PALLET_DROP,B,PL-3485,LN-27618
2026-03-11T15:17:00Z,FL-2,i.schulz,PALLET_DROP,C,PL-1848,LN-26316
2026-03-11T15:17:00Z,FL-2,i.schulz,PALLET_DROP,C,PL-1435,LN-26219
2026-03-11T21:09:00Z,FL-2,i.schulz,PALLET_PICK,C,PL-3729,LN-21393
2026-03-11T21:11:00Z,FL-2,i.schulz,PALLET_PICK,E,PL-3729,LN-21393
2026-03-11T21:11:00Z,FL-2,i.schulz,PALLET_PICK,C,PL-5930,LN-20146
2026-03-11T21:12:00Z,FL-2,i.schulz,PALLET_DROP,E,PL-3729,LN-21393
2026-03-11T21:13:00Z,FL-2,i.schulz,PALLET_DROP,D,PL-3729,LN-21393
2026-03-11T21:15:00Z,FL-2,i.schulz,PALLET_DROP,F,PL-5930,LN-20146
2026-03-11T21:17:00Z,FL-2,i.schulz,PALLET_PICK,D,PL-6497,LN-27706
2026-03-11T21:17:00Z,FL-2,i.schulz,PALLET_PICK,F,PL-5796,LN-27097
2026-03-11T21:18:00Z,FL-2,i.schulz,PALLET_DROP,B,PL-5796,LN-27097
2026-03-11T21:19:00Z,FL-2,i.schulz,PALLET_DROP,E,PL-6497,LN-27706
2026-03-11T21:19:00Z,FL-2,i.schulz,PALLET_PICK,B,PL-5796,LN-27097
2026-03-11T21:21:00Z,FL-2,i.schulz,PALLET_DROP,A,PL-5796,LN-27097
2026-03-12T07:33:00Z,FL-1,a.novak,PALLET_PICK,E,PL-1904,LN-22738
2026-03-12T07:33:00Z,FL-1,a.novak,PALLET_PICK,F,PL-1890,LN-26569
2026-03-12T07:34:00Z,FL-1,a.novak,PALLET_PICK,F,PL-7493,LN-28595
2026-03-12T07:34:00Z,FL-1,a.novak,PALLET_PICK,E,PL-6497,LN-27706
2026-03-12T07:35:00Z,FL-1,a.novak,PALLET_PICK,C,PL-6497,LN-27706
2026-03-12T07:35:00Z,FL-1,a.novak,PALLET_DROP,C,PL-1904,LN-22738
2026-03-12T07:35:00Z,FL-1,a.novak,PALLET_DROP,C,PL-7493,LN-28595
2026-03-12T07:37:00Z,FL-1,a.novak,PALLET_DROP,C,PL-6497,LN-27706
2026-03-12T07:37:00Z,FL-1,a.novak,PALLET_DROP,D,PL-1890,LN-26569
2026-03-12T07:38:00Z,FL-1,a.novak,PALLET_DROP,D,PL-6497,LN-27706
2026-03-12T07:58:00Z,FL-1,a.novak,PALLET_PICK,C,PL-3133,LN-27353
2026-03-12T07:58:00Z,FL-1,a.novak,PALLET_PICK,C,PL-3786,LN-20450
2026-03-12T07:59:00Z,FL-1,a.novak,PALLET_PICK,A,PL-1904,LN-22738
2026-03-12T08:00:00Z,FL-1,a.novak,PALLET_PICK,F,PL-1904,LN-22738
2026-03-12T08:01:00Z,FL-1,a.novak,PALLET_DROP,F,PL-1904,LN-22738
2026-03-12T08:01:00Z,FL-1,a.novak,PALLET_DROP,E,PL-1904,LN-22738
2026-03-12T08:02:00Z,FL-1,a.novak,PALLET_DROP,E,PL-3133,LN-27353
2026-03-12T08:02:00Z,FL-1,a.novak,PALLET_DROP,D,PL-3786,LN-20450
2026-03-12T08:30:00Z,FL-1,a.novak,PALLET_PICK,E,PL-5222,LN-24872
2026-03-12T08:31:00Z,FL-1,a.novak,PALLET_PICK,F,PL-5222,LN-24872
2026-03-12T08:31:00Z,FL-1,a.novak,PALLET_PICK,B,PL-9637,LN-28632
2026-03-12T08:32:00Z,FL-1,a.novak,PALLET_DROP,F,PL-5222,LN-24872
2026-03-12T08:32:00Z,FL-1,a.novak,PALLET_DROP,A,PL-5222,LN-24872
2026-03-12T08:35:00Z,FL-1,a.novak,PALLET_DROP,D,PL-9637,LN-28632
2026-03-12T10:44:00Z,FL-2,,DOCK_UNLOAD_START,B,,TRK-640
2026-03-12T10:50:00Z,FL-2,,DOCK_UNLOAD_END,B,,TRK-640
2026-03-12T11:49:00Z,FL-1,a.novak,PALLET_PICK,B,PL-5872,LN-22454
2026-03-12T11:49:00Z,FL-1,a.novak,PALLET_PICK,F,PL-9581,LN-26379
2026-03-12T11:50:00Z,FL-1,a.novak,PALLET_PICK,D,PL-3729,LN-21393
2026-03-12T11:51:00Z,FL-1,a.novak,PALLET_PICK,C,PL-7493,LN-28595
2026-03-12T11:51:00Z,FL-1,a.novak,PALLET_DROP,D,PL-5872,LN-22454
2026-03-12T11:53:00Z,FL-1,a.novak,PALLET_DROP,A,PL-9581,LN-26379
2026-03-12T11:53:00Z,FL-1,a.novak,PALLET_DROP,B,PL-3729,LN-21393
2026-03-12T11:54:00Z,FL-1,a.novak,PALLET_DROP,F,PL-7493,LN-28595
2026-03-12T13:34:00Z,FL-2,,DOCK_UNLOAD_START,B,,TRK-416
2026-03-12T13:40:00Z,FL-2,,DOCK_UNLOAD_END,B,,TRK-416
2026-03-12T15:02:00Z,FL-2,i.schulz,PALLET_PICK,B,PL-5741,LN-27082
2026-03-12T15:02:00Z,FL-2,i.schulz,PALLET_PICK,B,PL-2901,LN-25937
2026-03-12T15:03:00Z,FL-2,i.schulz,PALLET_PICK,F,PL-7527,LN-22943
2026-03-12T15:04:00Z,FL-2,i.schulz,PALLET_DROP,C,PL-2901,LN-25937
2026-03-12T15:05:00Z,FL-2,i.schulz,PALLET_DROP,F,PL-5741,LN-27082
2026-03-12T15:05:00Z,FL-2,i.schulz,PALLET_DROP,C,PL-7527,LN-22943
2026-03-12T15:43:00Z,FL-2,i.schulz,PALLET_PICK,B,PL-3729,LN-21393
2026-03-12T15:44:00Z,FL-2,i.schulz,PALLET_PICK,C,PL-4628,LN-22357
2026-03-12T15:44:00Z,FL-2,i.schulz,PALLET_PICK,D,PL-4628,LN-22357
2026-03-12T15:46:00Z,FL-2,i.schulz,PALLET_DROP,E,PL-4628,LN-22357
2026-03-12T15:47:00Z,FL-2,i.schulz,PALLET_DROP,E,PL-3729,LN-21393
2026-03-12T15:47:00Z,FL-2,i.schulz,PALLET_DROP,D,PL-4628,LN-22357
2026-03-13T08:14:00Z,FL-1,,DOCK_UNLOAD_START,D,,TRK-537
2026-03-13T09:00:00Z,FL-1,,DOCK_UNLOAD_END,D,,TRK-537
2026-03-13T10:50:00Z,FL-1,,DOCK_UNLOAD_START,B,,TRK-856
2026-03-13T11:02:00Z,FL-1,,DOCK_UNLOAD_END,B,,TRK-856
2026-03-13T12:27:00Z,FL-1,a.novak,PALLET_PICK,A,PL-4553,LN-26574
2026-03-13T12:27:00Z,FL-1,a.novak,PALLET_PICK,B,PL-5664,LN-28063
2026-03-13T12:28:00Z,FL-1,a.novak,PALLET_PICK,A,PL-5664,LN-28063
2026-03-13T12:29:00Z,FL-1,a.novak,PALLET_DROP,A,PL-5664,LN-28063
2026-03-13T12:30:00Z,FL-1,a.novak,PALLET_DROP,D,PL-5664,LN-28063
2026-03-13T12:30:00Z,FL-1,a.novak,PALLET_DROP,F,PL-4553,LN-26574
2026-03-13T13:21:00Z,FL-1,a.novak,PALLET_PICK,D,PL-3442,LN-25182
2026-03-13T13:21:00Z,FL-1,a.novak,PALLET_PICK,D,PL-5193,LN-24076
2026-03-13T13:23:00Z,FL-1,a.novak,PALLET_PICK,C,PL-5193,LN-24076
2026-03-13T13:24:00Z,FL-1,a.novak,PALLET_PICK,F,PL-5930,LN-20146
2026-03-13T13:25:00Z,FL-1,a.novak,PALLET_DROP,C,PL-5193,LN-24076
2026-03-13T13:25:00Z,FL-1,a.novak,PALLET_DROP,C,PL-3442,LN-25182
2026-03-13T13:26:00Z,FL-1,a.novak,PALLET_PICK,D,PL-5930,LN-20146
2026-03-13T13:26:00Z,FL-1,a.novak,PALLET_PICK,A,PL-2797,LN-25813
2026-03-13T13:26:00Z,FL-1,a.novak,PALLET_DROP,E,PL-5193,LN-24076
2026-03-13T13:26:00Z,FL-1,a.novak,PALLET_DROP,D,PL-5930,LN-20146
