timestamp,forklift_id,operator,event,zone,pallet_id,ref
2026-03-15T10:27:00Z,FL-1,e.patel,PALLET_PICK,A,PL-1441,LN-25189
2026-03-15T10:27:00Z,FL-1,e.patel,PALLET_PICK,A,PL-3726,LN-22096
2026-03-15T10:28:00Z,FL-1,e.patel,PALLET_PICK,D,PL-3726,LN-22096
2026-03-15T10:29:00Z,FL-1,e.patel,PALLET_PICK,D,PL-2236,LN-24700
2026-03-15T10:29:00Z,FL-1,e.patel,PALLET_PICK,B,PL-2431,LN-29946
2026-03-15T10:29:00Z,FL-1,e.patel,PALLET_DROP,D,PL-3726,LN-22096
2026-03-15T10:30:00Z,FL-1,e.patel,PALLET_DROP,F,PL-1441,LN-25189
2026-03-15T10:31:00Z,FL-1,e.patel,PALLET_PICK,E,PL-2431,LN-29946
2026-03-15T10:31:00Z,FL-1,e.patel,PALLET_DROP,B,PL-2236,LN-24700
2026-03-15T10:32:00Z,FL-1,e.patel,PALLET_DROP,E,PL-2431,LN-29946
2026-03-15T10:32:00Z,FL-1,e.patel,PALLET_DROP,F,PL-3726,LN-22096
2026-03-15T10:32:00Z,FL-1,e.patel,PALLET_DROP,A,PL-2431,LN-29946
2026-03-15T17:47:00Z,FL-2,i.rivera,PALLET_PICK,A,PL-3290,LN-29378
2026-03-15T17:48:00Z,FL-2,i.rivera,PALLET_PICK,C,PL-1069,LN-27897
2026-03-15T17:48:00Z,FL-2,i.rivera,PALLET_DROP,D,PL-3290,LN-29378
2026-03-15T17:51:00Z,FL-2,i.rivera,PALLET_DROP,D,PL-1069,LN-27897
2026-03-16T07:01:00Z,FL-1,e.patel,PALLET_PICK,A,PL-7236,LN-23683
2026-03-16T07:01:00Z,FL-1,e.patel,PALLET_PICK,F,PL-4833,LN-24323
2026-03-16T07:02:00Z,FL-1,e.patel,PALLET_PICK,C,PL-7107,LN-23316
2026-03-16T07:04:00Z,FL-1,e.patel,PALLET_DROP,D,PL-7236,LN-23683
2026-03-16T07:04:00Z,FL-1,e.patel,PALLET_DROP,C,PL-4833,LN-24323
2026-03-16T07:05:00Z,FL-1,e.patel,PALLET_DROP,B,PL-7107,LN-23316
2026-03-16T07:50:00Z,FL-1,e.patel,PALLET_PICK,C,PL-7469,LN-23492
2026-03-16T07:50:00Z,FL-1,e.patel,PALLET_PICK,F,PL-7663,LN-25575
2026-03-16T07:51:00Z,FL-1,e.patel,PALLET_PICK,A,PL-7469,LN-23492
2026-03-16T07:51:00Z,FL-1,e.patel,PALLET_DROP,A,PL-7469,LN-23492
2026-03-16T07:52:00Z,FL-1,e.patel,PALLET_DROP,B,PL-7469,LN-23492
2026-03-16T07:52:00Z,FL-1,e.patel,PALLET_DROP,D,PL-7663,LN-25575
2026-03-16T10:57:00Z,FL-1,e.patel,PALLET_PICK,F,PL-8758,LN-23600
2026-03-16T10:58:00Z,FL-1,e.patel,PALLET_PICK,B,PL-8758,LN-23600
2026-03-16T10:58:00Z,FL-1,e.patel,PALLET_PICK,A,PL-2109,LN-28014
2026-03-16T10:59:00Z,FL-1,e.patel,PALLET_PICK,C,PL-3192,LN-27461
2026-03-16T10:59:00Z,FL-1,e.patel,PALLET_PICK,E,PL-2109,LN-28014
2026-03-16T11:00:00Z,FL-1,e.patel,PALLET_DROP,B,PL-8758,LN-23600
2026-03-16T11:00:00Z,FL-1,e.patel,PALLET_DROP,F,PL-2109,LN-28014
2026-03-16T11:00:00Z,FL-1,e.patel,PALLET_PICK,F,PL-2109,LN-28014
2026-03-16T11:01:00Z,FL-1,e.patel,PALLET_DROP,E,PL-2109,LN-28014
2026-03-16T11:01:00Z,FL-1,e.patel,PALLET_DROP,A,PL-8758,LN-23600
2026-03-16T11:01:00Z,FL-1,e.patel,PALLET_DROP,A,PL-3192,LN-27461
2026-03-16T11:03:00Z,FL-1,e.patel,PALLET_DROP,B,PL-2109,LN-28014
2026-03-16T11:50:00Z,FL-1,e.patel,PALLET_PICK,E,PL-6745,LN-29303
2026-03-16T11:50:00Z,FL-1,e.patel,PALLET_PICK,A,PL-3744,LN-22625
2026-03-16T11:52:00Z,FL-1,e.patel,PALLET_PICK,E,PL-3744,LN-22625
2026-03-16T11:52:00Z,FL-1,e.patel,PALLET_PICK,E,PL-9940,LN-29333
2026-03-16T11:53:00Z,FL-1,e.patel,PALLET_DROP,E,PL-3744,LN-22625
2026-03-16T11:54:00Z,FL-1,e.patel,PALLET_DROP,C,PL-6745,LN-29303
2026-03-16T11:54:00Z,FL-1,e.patel,PALLET_DROP,B,PL-3744,LN-22625
2026-03-16T11:55:00Z,FL-1,e.patel,PALLET_DROP,F,PL-9940,LN-29333
2026-03-16T12:44:00Z,FL-2,,DOCK_UNLOAD_START,C,,TRK-569
2026-03-16T13:32:00Z,FL-2,,DOCK_UNLOAD_END,C,,TRK-569
2026-03-16T17:34:00Z,FL-2,i.rivera,PALLET_PICK,C,PL-1955,LN-20323
2026-03-16T17:35:00Z,FL-2,i.rivera,PALLET_PICK,F,PL-1955,LN-20323
2026-03-16T17:35:00Z,FL-2,i.rivera,PALLET_PICK,A,PL-6360,LN-26016
2026-03-16T17:35:00Z,FL-2,i.rivera,PALLET_PICK,F,PL-3905,LN-29709
2026-03-16T17:35:00Z,FL-2,i.rivera,PALLET_PICK,F,PL-5665,LN-23201
2026-03-16T17:36:00Z,FL-2,i.rivera,PALLET_PICK,D,PL-1955,LN-20323
2026-03-16T17:37:00Z,FL-2,i.rivera,PALLET_PICK,C,PL-3905,LN-29709
2026-03-16T17:37:00Z,FL-2,i.rivera,PALLET_DROP,D,PL-1955,LN-20323
2026-03-16T17:37:00Z,FL-2,i.rivera,PALLET_DROP,D,PL-6360,LN-26016
2026-03-16T17:37:00Z,FL-2,i.rivera,PALLET_PICK,D,PL-3905,LN-29709
2026-03-16T17:37:00Z,FL-2,i.rivera,PALLET_DROP,F,PL-1955,LN-20323
2026-03-16T17:38:00Z,FL-2,i.rivera,PALLET_DROP,D,PL-3905,LN-29709
2026-03-16T17:38:00Z,FL-2,i.rivera,PALLET_DROP,C,PL-5665,LN-23201
2026-03-16T17:38:00Z,FL-2,i.rivera,PALLET_DROP,C,PL-1955,LN-20323
2026-03-16T17:38:00Z,FL-2,i.rivera,PALLET_DROP,A,PL-3905,LN-29709
2026-03-16T17:39:00Z,FL-2,i.rivera,PALLET_DROP,C,PL-3905,LN-29709
2026-03-17T06:51:00Z,FL-1,e.patel,PALLET_PICK,A,PL-8186,LN-22986
2026-03-17T06:52:00Z,FL-1,e.patel,PALLET_PICK,F,PL-9940,LN-29333
2026-03-17T06:52:00Z,FL-1,e.patel,PALLET_PICK,D,PL-5544,LN-26954
2026-03-17T06:53:00Z,FL-1,e.patel,PALLET_DROP,C,PL-8186,LN-22986
2026-03-17T06:53:00Z,FL-1,e.patel,PALLET_PICK,B,PL-5544,LN-26954
2026-03-17T06:54:00Z,FL-1,e.patel,PALLET_PICK,B,PL-8258,LN-29003
2026-03-17T06:54:00Z,FL-1,e.patel,PALLET_DROP,B,PL-5544,LN-26954
2026-03-17T06:54:00Z,FL-1,e.patel,PALLET_DROP,D,PL-9940,LN-29333
2026-03-17T06:55:00Z,FL-1,e.patel,PALLET_DROP,D,PL-8258,LN-29003
2026-03-17T06:56:00Z,FL-1,e.patel,PALLET_DROP,F,PL-5544,LN-26954
2026-03-17T07:24:00Z,FL-1,e.patel,PALLET_PICK,D,PL-3464,LN-26980
2026-03-17T07:24:00Z,FL-1,e.patel,PALLET_PICK,F,PL-3579,LN-25039
